generated_utc,scope,scope_value,family_id,portfolio,regime,status,fitness_score,closed_trades,expectancy_r,profit_factor,win_rate,max_drawdown_r,liquidations,positive_folds,total_folds,first_entry_utc,last_entry_utc
2026-08-28T07:14:24+00:00,PORTFOLIO,SHADOW_1H_FAST_V3_NOHIGH_REGIME_GUARD_V1,shadow-1h-fast-v3-nohigh-regime-guard-v1,SHADOW_1H_FAST_V3_NOHIGH_REGIME_GUARD_V1,BEAR_TREND,OBSERVING,84.05,19,0.45749262738960683,2.799567977816809,0.6842105263157895,2.1036465859577493,0,4,4,2026-07-25T13:23:36+00:00,2026-08-26T15:06:06+00:00
2026-08-28T07:14:24+00:00,PORTFOLIO,SHADOW_RSI_SHORT_15X_10_RSI75,shadow-rsi-short-15x-10-rsi75,SHADOW_RSI_SHORT_15X_10_RSI75,BEAR_TREND,INSUFFICIENT,81.2,3,0.7417370526703785,99.0,1.0,0.0,0,3,3,2026-07-22T00:53:33+00:00,2026-08-06T16:24:01+00:00
2026-08-28T07:14:24+00:00,PORTFOLIO,SHADOW_RSI_SHORT_15X_50_RSI75,shadow-rsi-short-15x-50-rsi75,SHADOW_RSI_SHORT_15X_50_RSI75,BEAR_TREND,INSUFFICIENT,81.2,3,0.7417370526703784,99.0,1.0,0.0,0,3,3,2026-07-22T00:53:33+00:00,2026-08-06T16:24:01+00:00
2026-08-28T07:14:24+00:00,PORTFOLIO,SHADOW_RSI_SHORT_15X_10_RSI80,shadow-rsi-short-15x-10-rsi80,SHADOW_RSI_SHORT_15X_10_RSI80,BEAR_TREND,INSUFFICIENT,80.4,1,0.5827168236128262,99.0,1.0,0.0,0,1,1,2026-08-06T16:24:01+00:00,2026-08-06T16:24:01+00:00
2026-08-28T07:14:24+00:00,PORTFOLIO,SHADOW_RSI_SHORT_15X_50_RSI80,shadow-rsi-short-15x-50-rsi80,SHADOW_RSI_SHORT_15X_50_RSI80,BEAR_TREND,INSUFFICIENT,80.4,1,0.5827168236128262,99.0,1.0,0.0,0,1,1,2026-08-06T16:24:01+00:00,2026-08-06T16:24:01+00:00
2026-08-28T07:14:24+00:00,PORTFOLIO,SHADOW_RSI_SHORT_5X_RSI80,shadow-rsi-short-5x-rsi80,SHADOW_RSI_SHORT_5X_RSI80,BEAR_TREND,INSUFFICIENT,80.4,1,0.49776295204912674,99.0,1.0,0.0,0,1,1,2026-08-06T16:24:01+00:00,2026-08-06T16:24:01+00:00
2026-08-28T07:14:24+00:00,PORTFOLIO,SHADOW_BTC_ADAPTIVE_4H,shadow-btc-adaptive-4h,SHADOW_BTC_ADAPTIVE_4H,BEAR_TREND,INSUFFICIENT,80.4,1,2.4234753000000038,99.0,1.0,0.0,0,1,1,2026-08-18T16:06:15+00:00,2026-08-18T16:06:15+00:00
2026-08-28T07:14:24+00:00,PORTFOLIO,SHADOW_BTC_EMA_4H,shadow-btc-ema-4h,SHADOW_BTC_EMA_4H,BEAR_TREND,INSUFFICIENT,80.4,1,2.4167003000000036,99.0,1.0,0.0,0,1,1,2026-08-18T16:06:15+00:00,2026-08-18T16:06:15+00:00
2026-08-28T07:14:24+00:00,PORTFOLIO,MAIN,main,MAIN,BEAR_TREND,INSUFFICIENT,77.44,8,0.345301746616369,2.2838910479814443,0.625,1.0699728599999894,0,4,4,2026-07-22T04:23:33+00:00,2026-08-18T16:06:15+00:00
2026-08-28T07:14:24+00:00,PORTFOLIO,SHADOW_RSI_LONG_15X_10_RSI25,shadow-rsi-long-15x-10-rsi25,SHADOW_RSI_LONG_15X_10_RSI25,BEAR_TREND,INSUFFICIENT,76.18,3,0.5762121277559635,4.037897266114015,0.6666666666666666,0.5690239767321393,0,2,3,2026-07-31T20:38:40+00:00,2026-08-16T23:05:44+00:00
2026-08-28T07:14:24+00:00,PORTFOLIO,SHADOW_RSI_LONG_15X_50_RSI25,shadow-rsi-long-15x-50-rsi25,SHADOW_RSI_LONG_15X_50_RSI25,BEAR_TREND,INSUFFICIENT,76.18,3,0.5762121277559634,4.0378972661140144,0.6666666666666666,0.5690239767321392,0,2,3,2026-07-31T20:38:40+00:00,2026-08-16T23:05:44+00:00
