target,similar_asset,start_date,end_date,similarity,return_7d,drawdown_7d,max_gain_7d,return_14d,drawdown_14d,max_gain_14d,return_30d,drawdown_30d,max_gain_30d,return_60d,drawdown_60d,max_gain_60d
BTC-USD,RUNE-USD,2026-01-31,2026-05-10,84.38919170197799,-27.536776151740362,-28.442733824885693,2.9299025516154265,-26.031708542958775,-30.896495859541595,2.9299025516154265,-36.07058054252936,-47.558193325493214,2.9299025516154265,-35.185742379067875,-47.558193325493214,2.9299025516154265
BTC-USD,LTC-USD,2018-11-15,2019-02-22,84.2506226942652,-4.655072342997702,-10.294276912387101,3.7650174927394975,12.63672928432722,-10.294276912387101,14.824198695584979,20.91756040046342,-10.294276912387101,24.1719574818972,50.27391428825712,-10.294276912387101,85.86900060461353
BTC-USD,BNB-USD,2023-08-14,2023-11-21,84.22268561541341,1.415783978630225,0.0,4.260826289109909,2.108271413627416,0.0,4.260826289109909,19.762854078211745,0.0,19.762854078211745,39.946761482995406,0.0,42.912480100906734
BTC-USD,AVAX-USD,2021-05-27,2021-09-03,84.12419769367733,7.139772774198927,-19.297641836654233,7.139772774198927,52.324574766930155,-19.297641836654233,52.324574766930155,49.67386466241381,-19.297641836654233,66.44977487551039,47.20717925649136,-19.297641836654233,66.44977487551039
BTC-USD,MANA-USD,2023-08-09,2023-11-16,84.02848527030486,-5.982660926826011,-12.254932956297814,0.0006979579891375209,0.19176568513732395,-12.254932956297814,7.420530399698433,16.425943720399406,-12.254932956297814,24.00854549355822,4.774813529466448,-12.254932956297814,30.094393635175987
BTC-USD,NEO-USD,2023-08-09,2023-11-16,83.92160303369145,-3.9289053943689978,-11.266538394892834,0.0,-2.6317755656446673,-11.266538394892834,0.0,14.38211824540625,-11.266538394892834,14.38211824540625,4.570044677202256,-11.266538394892834,27.427889654698532
BTC-USD,BCH-USD,2019-01-07,2019-04-16,83.91269195627069,-8.523986938005379,-8.741900968911608,0.0,-15.88034238839684,-25.665151204284452,0.0,25.25786509636385,-25.665151204284452,26.584763946440447,32.83650647251364,-25.665151204284452,42.66861037021128
BTC-USD,AVAX-USD,2023-08-20,2023-11-27,83.90469818059383,11.169474931725665,0.0,11.169474931725665,87.33909507815831,0.0,87.33909507815831,108.31538760615898,0.0,137.46642495444473,58.55499187266076,0.0,137.46642495444473
BTC-USD,XRP-USD,2023-08-14,2023-11-21,83.84175602734896,5.333686706092178,0.0,7.404798832185855,7.155510848858593,0.0,7.5650077177924935,7.4850778392152595,0.0,15.965911097930952,-4.709352617272245,-6.2374467784480085,15.965911097930952
BTC-USD,DOGE-USD,2020-08-29,2020-12-06,83.51989136833033,-3.896099255127483,-9.120425879415029,0.0,36.511219681419234,-9.120425879415029,36.511219681419234,192.79811789271218,-9.120425879415029,213.31167989991857,1472.8748722884732,-9.120425879415029,1472.8748722884732
BTC-USD,UNI-USD,2023-04-02,2023-07-10,83.39691003069862,-1.06006845467711,-1.06006845467711,3.533564943603351,-2.12013690935422,-2.12013690935422,100.0,297.17312336342377,-2.12013690935422,314.48761935398545,-44.876327232361476,-54.0636043129614,314.48761935398545
BTC-USD,CRV-USD,2023-08-13,2023-11-20,83.39653197327215,-1.5061057646736375,-7.788514740320385,5.276466492534659,6.687469014030256,-7.788514740320385,7.411292869807551,2.274479086681347,-7.788514740320385,26.46705412665673,-6.722697102783615,-10.263581892552443,26.46705412665673
BTC-USD,BTC-USD,2019-01-09,2019-04-18,83.35290387578384,-1.6584318594973002,-1.6584318594973002,5.170944054120263,3.904924240818475,-1.6584318594973002,5.170944054120263,37.23440235611266,-1.6584318594973002,54.861657266999984,75.90928619731798,-1.6584318594973002,75.90928619731798
BTC-USD,ATOM-USD,2023-08-14,2023-11-21,83.18422672851504,12.086033419059383,0.0,20.384937215275677,19.937551690548272,0.0,20.384937215275677,38.209271778584906,0.0,46.13038515224333,19.188803188519255,0.0,46.13038515224333
BTC-USD,NEAR-USD,2023-08-09,2023-11-16,82.83919030436748,4.770007221757688,0.0,15.787549772623422,8.984108333963636,0.0,15.787549772623422,38.02496842423735,0.0,45.795607333934974,91.42132549473875,0.0,149.58728915385936
BTC-USD,DASH-USD,2019-01-07,2019-04-16,82.68398009618075,-2.3146979996359507,-2.3146979996359507,2.2149685226680704,-8.031395735653179,-11.060211773714702,2.2149685226680704,22.35714061548697,-11.060211773714702,25.44958919414264,27.52212200525983,-11.060211773714702,39.67296213305214
BTC-USD,WAVES-USD,2020-08-29,2020-12-06,82.66726749182564,2.1896955450569466,-7.4452756968209854,6.50503024112874,-14.710036021689877,-14.710036021689877,6.50503024112874,-34.051269078451504,-36.29176212391877,6.50503024112874,-14.886414347547138,-36.29176212391877,6.50503024112874
